,precision,recall,f1-score,support
BENIGN,0.9104251862640749,0.36115555555555556,0.517159631509443,45000.0
ATTACK,0.10578867149833587,0.6802,0.18310048722711245,5000.0
accuracy,0.39306,0.39306,0.39306,0.39306
macro avg,0.5081069288812053,0.5206777777777778,0.35013005936827774,50000.0
weighted avg,0.8299615347875009,0.39306,0.4837537170812099,50000.0
