,precision,recall,f1-score,support
BENIGN,0.9063574778530484,0.7730222222222223,0.834396737826817,45000.0
ATTACK,0.12099827882960414,0.2812,0.16919374247894103,5000.0
accuracy,0.72384,0.72384,0.72384,0.72384
macro avg,0.5136778783413263,0.5271111111111111,0.501795240152879,50000.0
weighted avg,0.827821557950704,0.72384,0.7678764382920295,50000.0
