,precision,recall,f1-score,support
BENIGN,0.9120066683579169,0.5592222222222222,0.693317537503616,45000.0
ATTACK,0.11478555808452716,0.5144,0.18768927646221767,5000.0
accuracy,0.55474,0.55474,0.55474,0.55474
macro avg,0.513396113221222,0.5368111111111111,0.44050340698291685,50000.0
weighted avg,0.8322845573305778,0.5547399999999999,0.6427547113994763,50000.0
