Fraction,N_Calib,Weight_IF,Weight_OCSVM,Weight_LOF,Weight_AE,Threshold_Percentile,Precision,Recall,F1
0.01,250,0.5,0.5,0.0,0.0,50,0.19528560077690474,0.8848,0.31995371374846315
0.02,500,0.5,0.5,0.0,0.0,50,0.20668349142807416,0.95,0.339503966835823
0.05,1250,0.5,0.5,0.0,0.0,50,0.20668349142807416,0.95,0.339503966835823
0.1,2500,0.5,0.5,0.0,0.0,50,0.19919268473515117,0.9672,0.3303504337727987
