,precision,recall,f1-score,support
BENIGN,0.8902573125137453,0.8995555555555556,0.894882281419255,9000.0
ATTACK,0.002207505518763797,0.002,0.002098635886673662,1000.0
accuracy,0.8098,0.8098,0.8098,0.8098
macro avg,0.44623240901625455,0.4507777777777778,0.44849045865296433,10000.0
weighted avg,0.8014523318142471,0.8098,0.8056039168659969,10000.0
