,precision,recall,f1-score,support
0,0.9928430404738401,0.894,0.9408325537885874,9000.0
1,0.49683544303797467,0.942,0.6505524861878453,1000.0
accuracy,0.8988,0.8988,0.8988,0.8988
macro avg,0.7448392417559073,0.9179999999999999,0.7956925199882163,10000.0
weighted avg,0.9432422807302535,0.8988,0.9118045470285133,10000.0
