,precision,recall,f1-score,support
0,0.999666703699589,0.9997777777777778,0.9997222376534637,9000.0
1,0.997997997997998,0.997,0.9974987493746873,1000.0
accuracy,0.9995,0.9995,0.9995,0.9995
macro avg,0.9988323508487935,0.9983888888888889,0.9986104935140755,10000.0
weighted avg,0.9994998331294299,0.9995,0.9994998888255859,10000.0
