Fraction,N_Calib,Weight_IF,Weight_OCSVM,Weight_LOF,Weight_AE,Precision,Recall,F1
0.01,250,2.6128038891222434,-1.3604284092138677,1.21569123931642,-0.8992669439563269,0.2339968494916225,0.6536,0.3446166824844458
0.02,500,3.5196276587204145,-1.6995365233009485,0.19122100363924666,-1.169583073667705,0.21526586620926244,0.6024,0.3171861836562763
0.05,1250,4.8992425634980945,-2.219404885582546,1.9228932498925386,-1.4009622063210327,0.23052646679099126,0.6428,0.33935170520536373
0.1,2500,6.270232028407955,-1.903513437876764,2.316428645550975,-1.9583580771239268,0.23155472457931828,0.644,0.340632603406326
