,precision,recall,f1-score,support
0,0.8984882964889467,0.9826666666666667,0.938694064702386,45000.0
1,0.00510204081632653,0.0008,0.0013831258644536654,5000.0
accuracy,0.88448,0.88448,0.88448,0.88448
macro avg,0.4517951686526366,0.49173333333333336,0.47003859528341985,50000.0
weighted avg,0.8091496709216848,0.88448,0.8449629708185928,50000.0
