,precision,recall,f1-score,support
0,0.9564525087946677,0.5739777777777778,0.7174224012221374,45000.0
1,0.16629702109154165,0.7648,0.2731916413645294,5000.0
accuracy,0.59306,0.59306,0.59306,0.59306
macro avg,0.5613747649431047,0.6693888888888889,0.49530702129333337,50000.0
weighted avg,0.8774369600243551,0.59306,0.6729993252363766,50000.0
