,precision,recall,f1-score,support
0,0.9056078021595263,0.6355555555555555,0.7469215601781121,45000.0
1,0.10961507139366958,0.4038,0.17242410008967077,5000.0
accuracy,0.61238,0.61238,0.61238,0.61238
macro avg,0.5076114367765979,0.5196777777777778,0.45967283013389143,50000.0
weighted avg,0.8260085290829406,0.61238,0.6894718141692681,50000.0
