,precision,recall,f1-score,support
0,0.8745136430956146,0.7741777777777777,0.8212925963907257,45000.0
1,9.839614287119945e-05,0.0002,0.00013190001978500296,5000.0
accuracy,0.69678,0.69678,0.69678,0.69678
macro avg,0.4373060196192429,0.38718888888888886,0.41071224820525537,50000.0
weighted avg,0.7870721184003403,0.69678,0.7391765267536317,50000.0
