,precision,recall,f1-score,support
BENIGN,0.9692252424859298,0.8993333333333333,0.932972162987724,9000.0
ATTACK,0.45057610673135234,0.743,0.560966402416006,1000.0
accuracy,0.8837,0.8837,0.8837,0.8837
macro avg,0.709900674608641,0.8211666666666666,0.746969282701865,10000.0
weighted avg,0.917360328910472,0.8837,0.8957715869305523,10000.0
