,precision,recall,f1-score,support
BENIGN,0.9010845551315525,0.997,0.9466188416499631,9000.0
ATTACK,0.35714285714285715,0.015,0.028790786948176585,1000.0
accuracy,0.8988,0.8988,0.8988,0.8988
macro avg,0.6291137061372049,0.506,0.48770481429906987,10000.0
weighted avg,0.846690385332683,0.8988,0.8548360361797844,10000.0
