,precision,recall,f1-score,support
0,0.9914444444444445,0.9914444444444445,0.9914444444444445,9000.0
1,0.923,0.923,0.923,1000.0
accuracy,0.9846,0.9846,0.9846,0.9846
macro avg,0.9572222222222222,0.9572222222222222,0.9572222222222222,10000.0
weighted avg,0.9846,0.9846,0.9846,10000.0
