,precision,recall,f1-score,support
0,0.9938442211055276,0.879,0.9329009433962264,9000.0
1,0.4661764705882353,0.951,0.6256578947368421,1000.0
accuracy,0.8862,0.8862,0.8862,0.8862
macro avg,0.7300103458468814,0.915,0.7792794190665342,10000.0
weighted avg,0.9410774460537985,0.8862,0.9021766385302878,10000.0
