,precision,recall,f1-score,support
BENIGN,0.8999979999599992,0.9999777777777777,0.9473573406035853,45000.0
ATTACK,0.0,0.0,0.0,5000.0
accuracy,0.89998,0.89998,0.89998,0.89998
macro avg,0.4499989999799996,0.49998888888888887,0.47367867030179267,50000.0
weighted avg,0.8099981999639992,0.89998,0.8526216065432268,50000.0
