,precision,recall,f1-score,support
BENIGN,0.9087127738124539,0.8204666666666667,0.8623379656662384,45000.0
ATTACK,0.13778014941302028,0.2582,0.17967988865692414,5000.0
accuracy,0.76424,0.76424,0.76424,0.76424
macro avg,0.523246461612737,0.5393333333333333,0.5210089271615813,50000.0
weighted avg,0.8316195113725106,0.76424,0.7940721579653072,50000.0
