Fraction,N_Calib,Weight_IF,Weight_OCSVM,Weight_LOF,Weight_AE,Precision,Recall,F1
0.01,250,2.8628080940467244,0.188991332049458,0.4637692122708379,3.785572979252288,0.6545391545391546,0.7556,0.7014481990345339
0.02,500,3.1523289565698325,0.18187633487893595,0.8627777952707133,3.8576334282930924,0.6092693916961699,0.7572,0.675227394328518
0.05,1250,2.526129206248157,0.363271663410378,0.44255032292941154,5.048444658092053,0.6225361366622865,0.758,0.6836219336219336
0.1,2500,2.7290019290759058,0.8189940118611758,0.5717821653368708,5.439547657504759,0.611810261374637,0.7584,0.6772637971066262
