,precision,recall,f1-score,support
0,0.8804138654937146,0.7828444444444445,0.8287673649912366,45000.0
1,0.021527986382296985,0.043,0.02869153266164009,5000.0
accuracy,0.70886,0.70886,0.70886,0.70886
macro avg,0.4509709259380058,0.41292222222222225,0.4287294488264383,50000.0
weighted avg,0.7945252775825729,0.70886,0.748759781758277,50000.0
