,precision,recall,f1-score,support
BENIGN,0.9094336832766524,0.8200666666666667,0.8624412816378041,45000.0
ATTACK,0.14062831670558268,0.265,0.1837470531132991,5000.0
accuracy,0.76456,0.76456,0.76456,0.76456
macro avg,0.5250309999911176,0.5425333333333333,0.5230941673755516,50000.0
weighted avg,0.8325531466195455,0.76456,0.7945718587853535,50000.0
