,precision,recall,f1-score,support
BENIGN,0.8936094962311281,0.8983555555555556,0.8959762408714635,45000.0
ATTACK,0.039277462717916406,0.0374,0.03831574633746542,5000.0
accuracy,0.81226,0.81226,0.81226,0.81226
macro avg,0.46644347947452225,0.4678777777777778,0.46714599360446446,50000.0
weighted avg,0.808176292879807,0.81226,0.8102101914180636,50000.0
