,precision,recall,f1-score,support
BENIGN,0.9116459243385807,0.2458,0.38720179230917334,45000.0
ATTACK,0.10373148123696094,0.7856,0.18326451582802622,5000.0
accuracy,0.29978,0.29978,0.29978,0.29978
macro avg,0.5076887027877708,0.5156999999999999,0.2852331540685998,50000.0
weighted avg,0.8308544800284188,0.29978,0.3668080646610586,50000.0
