,precision,recall,f1-score,support
BENIGN,0.9011251801207959,0.6531555555555556,0.7573598567324169,45000.0
ATTACK,0.10211125812575504,0.355,0.15860251083411517,5000.0
accuracy,0.62334,0.62334,0.62334,0.62334
macro avg,0.5016182191232754,0.5040777777777778,0.457981183783266,50000.0
weighted avg,0.8212237879212918,0.6233400000000001,0.6974841221425867,50000.0
